bead_id,captured_at_utc,exit_code,outcome,duration_ms,model,agent,trace_events,trace_bytes,dir_bytes,timeout_reason,pruned,stderr_oom,stderr_signal
bf-10j6i,2026-09-02T01:22:34.436083987Z,1,failure,337813,glm-4.7,claude-code-glm-4.7,29,7743,592200,,False,,
bf-10jhaa,2026-08-26T21:10:44.580465004Z,0,success,62212,glm-4.7,claude-code-glm-4.7,23,7396,929240,,False,,
bf-115a60,2026-08-27T00:53:10.293204869Z,0,success,52202,glm-4.7,claude-code-glm-4.7,41,10524,708685,,False,,
bf-12ad85,2026-08-26T20:26:54.934249232Z,0,success,6231,glm-4.7,claude-code-glm-4.7,1,136,170509,,False,,
bf-12gb0r,2026-08-26T22:54:48.545998561Z,-1,crash,108661,glm-4.7,claude-code-glm-4.7,94,34495,3118583,,False,,
bf-12rm6,2026-09-02T03:45:23.930213194Z,1,failure,682629,glm-4.7,claude-code-glm-4.7,60,24165,1936868,,False,,
bf-12yvry,2026-08-17T02:10:02.593686552Z,0,success,109098,glm-4.7,claude-code-glm-4.7,40,10573,903971,,False,,
bf-148215,2026-08-27T02:00:30.857434670Z,0,success,56869,glm-4.7,claude-code-glm-4.7,19,5269,761264,,False,,
bf-14ydo,2026-09-02T08:08:20.703692528Z,0,success,147941,glm-4.7,claude-code-glm-4.7,62,20229,1396335,,False,,
bf-15jugw,2026-08-26T17:56:50.077746355Z,0,success,89008,glm-4.7,claude-code-glm-4.7,39,16080,1316926,,False,,
bf-15k67,2026-09-02T04:15:10.910182724Z,0,success,547718,glm-4.7,claude-code-glm-4.7,60,27444,2454968,,False,,
bf-16vm4m,2026-09-01T14:27:05.225399119Z,0,success,145788,glm-4.7,claude-code-glm-4.7,31,9644,984382,,False,,
bf-16vmg,2026-08-26T13:40:28.584955515Z,0,success,8467,glm-4.7,claude-code-glm-4.7,1,121,158694,,False,,
bf-173o7e,2026-08-17T17:06:59.953876423Z,1,failure,444317,glm-4.7,claude-code-glm-4.7,72,21570,1588962,,False,,
bf-17zayf,2026-09-01T14:33:34.497780087Z,0,success,232465,glm-4.7,claude-code-glm-4.7,21,9647,1042460,,False,,
bf-191ch8,2026-08-26T20:21:36.387528705Z,0,success,25939,glm-4.7,claude-code-glm-4.7,30,9344,720863,,False,,
bf-1936h,2026-08-17T12:58:07.595633639Z,0,success,74532,glm-4.7,claude-code-glm-4.7,17,6467,677198,,False,,
bf-1944k2,2026-08-26T19:30:22.758567741Z,0,success,84870,glm-4.7,claude-code-glm-4.7,58,18584,1825640,,False,,
bf-19qh7,2026-08-26T04:57:00.380430991Z,0,success,125820,glm-4.7,claude-code-glm-4.7,53,18577,1455733,,False,,
bf-19rq7r,2026-08-26T18:44:15.614007062Z,0,success,59292,glm-4.7,claude-code-glm-4.7,38,14048,1562894,,False,,
bf-1a6oj6,2026-08-26T21:40:07.711741569Z,0,success,8301,glm-4.7,claude-code-glm-4.7,1,136,130376,,False,,
bf-1atrl,2026-09-07T04:36:14.522447118Z,0,success,2795317,glm-5.3-flash,claude-code-glm-5.3-flash,83,43279,7998409,,False,,
bf-1b5if7,2026-08-26T19:19:19.387328529Z,0,success,76138,glm-4.7,claude-code-glm-4.7,55,18966,1551286,,False,,
bf-1bizw4,2026-08-26T21:39:09.636845444Z,0,success,97540,glm-4.7,claude-code-glm-4.7,24,7769,1142055,,False,,
bf-1bp4t,2026-08-26T14:41:35.321307810Z,0,success,63987,glm-4.7,claude-code-glm-4.7,44,16892,1884373,,False,,
bf-1c8erz,2026-08-27T02:03:47.964516577Z,0,success,161716,glm-4.7,claude-code-glm-4.7,45,21418,2419024,,False,,
bf-1cd5v6,2026-08-26T23:04:32.680763063Z,0,success,109289,glm-4.7,claude-code-glm-4.7,1,122,2090430,,False,,
bf-1cdszc,2026-08-26T22:25:14.864972604Z,0,success,83103,glm-4.7,claude-code-glm-4.7,34,11495,1717187,,False,,
bf-1cezsk,2026-09-02T10:13:00.282405753Z,0,success,490526,glm-4.7,claude-code-glm-4.7,49,16003,1391679,,False,,
bf-1cl48,2026-08-26T13:53:25.696781895Z,0,success,91644,glm-4.7,claude-code-glm-4.7,83,24750,1445383,,False,,
bf-1cyfc,2026-08-26T15:23:01.593256867Z,0,success,83750,glm-4.7,claude-code-glm-4.7,28,12769,1189252,,False,,
bf-1d3mw,2026-08-26T07:58:34.128548150Z,0,success,315427,glm-4.7,claude-code-glm-4.7,54,17625,1576192,,False,,
bf-1dp3j,2026-08-26T15:15:51.833590596Z,0,success,57918,glm-4.7,claude-code-glm-4.7,29,12141,917672,,False,,
bf-1dzwv,2026-08-26T02:52:43.343847751Z,0,success,148471,glm-4.7,claude-code-glm-4.7,59,20049,1490173,,False,,
bf-1egja,2026-08-16T22:20:08.127895441Z,0,success,78835,glm-4.7,claude-code-glm-4.7,5,1296,613986,,False,,
bf-1extw,2026-08-17T11:49:17.625447911Z,1,failure,314009,glm-4.7,claude-code-glm-4.7,126,47639,2729034,,False,,
bf-1fvk2,2026-08-26T03:39:04.627447278Z,0,success,140543,glm-4.7,claude-code-glm-4.7,58,19283,1056452,,False,,
bf-1fy2x,2026-08-17T13:15:12.649943915Z,0,success,59806,glm-4.7,claude-code-glm-4.7,14,5363,532622,,False,,
bf-1gbe4,2026-08-26T16:18:22.661682012Z,0,success,60760,glm-4.7,claude-code-glm-4.7,27,10356,1076254,,False,,
bf-1hls4,2026-08-26T16:01:09.435757775Z,0,success,102686,glm-4.7,claude-code-glm-4.7,31,10850,1354547,,False,,
bf-1hs,2026-08-25T17:31:31.671636267Z,0,success,100572,glm-4.7,claude-code-glm-4.7,23,9682,1074485,,False,,
bf-1hvm0,2026-08-17T11:14:54.926005749Z,0,success,246014,glm-4.7,claude-code-glm-4.7,49,34382,2457359,,False,,
bf-1ivdi,2026-08-26T12:41:43.151317356Z,0,success,126045,glm-4.7,claude-code-glm-4.7,46,18971,1715748,,False,,
bf-1j4uwt,2026-08-26T23:37:30.551271812Z,0,success,121032,glm-4.7,claude-code-glm-4.7,34,17709,1944489,,False,,
bf-1jp581,2026-08-17T02:15:36.043920313Z,0,success,155432,glm-4.7,claude-code-glm-4.7,56,13294,1052587,,False,,
bf-1jsyo,2026-08-26T14:51:38.311324049Z,0,success,26229,glm-4.7,claude-code-glm-4.7,28,10063,714974,,False,,
bf-1jv4z1,2026-09-01T14:31:56.083303787Z,0,success,269827,glm-4.7,claude-code-glm-4.7,25,10311,965713,,False,,
bf-1jxy8,2026-09-02T01:01:35.438124423Z,0,success,153619,glm-4.7,claude-code-glm-4.7,26,9284,881229,,False,,
bf-1k0gp,2026-08-26T17:07:53.003187158Z,0,success,74042,glm-4.7,claude-code-glm-4.7,37,13956,1311424,,False,,
bf-1l3v37,2026-08-17T02:00:13.395662012Z,0,success,80679,glm-4.7,claude-code-glm-4.7,19,7557,682198,,False,,
bf-1mcxco,2026-08-26T19:17:17.846636459Z,0,success,147189,glm-4.7,claude-code-glm-4.7,59,24435,2300266,,False,,
bf-1mezm7,2026-08-26T22:46:37.743236599Z,0,success,200285,glm-4.7,claude-code-glm-4.7,45,25900,3406792,,False,,
bf-1msd07,2026-08-27T01:20:26.118789698Z,0,success,68577,glm-4.7,claude-code-glm-4.7,32,12933,1448270,,False,,
bf-1mwlsp,2026-08-26T18:30:16.712871195Z,0,success,118960,glm-4.7,claude-code-glm-4.7,33,22412,2086908,,False,,
bf-1mww,2026-08-25T17:24:42.935881291Z,0,success,107912,glm-4.7,claude-code-glm-4.7,37,16126,1023227,,False,,
bf-1nb5u,2026-09-07T16:22:34.885827336Z,0,success,502997,glm-5.3-flash,claude-code-glm-5.3-flash,41,21466,4171714,,False,,
bf-1o74a,2026-08-26T15:57:23.270384769Z,0,success,153133,glm-4.7,claude-code-glm-4.7,37,14540,1591998,,False,,
bf-1p5h9,2026-09-02T08:47:18.145409991Z,0,success,896713,glm-4.7,claude-code-glm-4.7,40,14230,1847897,,False,,
bf-1pidqn,2026-08-26T18:44:30.316993143Z,0,success,41466,glm-4.7,claude-code-glm-4.7,26,8395,955328,,False,,
bf-1pq0lu,2026-08-17T21:24:45.531090779Z,0,success,163545,glm-4.7,claude-code-glm-4.7,75,18814,1570929,,False,,
bf-1qcyf,2026-08-26T12:15:18.788204790Z,0,success,465280,glm-4.7,claude-code-glm-4.7,110,38831,1388021,,False,,
bf-1qht8,2026-08-26T17:09:06.647715236Z,0,success,50083,glm-4.7,claude-code-glm-4.7,25,7958,746734,,False,,
bf-1qmo1a,2026-08-27T00:06:29.209401062Z,0,success,78401,glm-4.7,claude-code-glm-4.7,32,12064,1363177,,False,,
bf-1rda1,2026-08-26T15:11:27.810113576Z,0,success,190387,glm-4.7,claude-code-glm-4.7,42,16305,1546916,,False,,
bf-1rfyen,2026-09-01T20:03:32.397549808Z,0,success,375969,glm-4.7,claude-code-glm-4.7,20,13129,1352693,,False,,
bf-1rgs4,2026-08-26T05:59:16.804826320Z,0,success,119554,glm-4.7,claude-code-glm-4.7,38,13101,1151258,,False,,
bf-1rzhxx,2026-08-27T01:42:42.016062845Z,0,success,75227,glm-4.7,claude-code-glm-4.7,30,11657,1247048,,False,,
bf-1s25i,2026-08-26T16:21:30.233922100Z,0,success,114502,glm-4.7,claude-code-glm-4.7,38,24235,1992464,,False,,
bf-1st6m,2026-08-26T08:49:10.838873077Z,1,failure,621683,glm-4.7,claude-code-glm-4.7,2,293,8750,,False,,
bf-1tqhm8,2026-08-26T23:02:27.310998670Z,0,success,61853,glm-4.7,claude-code-glm-4.7,20,7328,1071539,,False,,
bf-1uh46l,2026-08-26T20:54:08.938549385Z,0,success,108389,glm-4.7,claude-code-glm-4.7,54,23611,2160205,,False,,
bf-1ui56,2026-08-26T06:41:01.164103127Z,0,success,155577,glm-4.7,claude-code-glm-4.7,45,13358,933851,,False,,
bf-1vuk2,2026-08-17T07:26:53.690483049Z,0,success,119596,glm-4.7,claude-code-glm-4.7,29,9008,567121,,False,,
bf-1vwnap,2026-08-26T17:53:29.283065076Z,0,success,58443,glm-4.7,claude-code-glm-4.7,21,8201,996761,,False,,
bf-1wg9n4,2026-08-17T18:42:15.602585102Z,1,failure,291987,glm-4.7,claude-code-glm-4.7,64,17907,1250549,,False,,
bf-1wgsn9,2026-08-27T01:04:01.577064197Z,0,success,43521,glm-4.7,claude-code-glm-4.7,23,10444,995961,,False,,
bf-1wkda,2026-09-02T08:46:33.101813489Z,0,success,54696,glm-4.7,claude-code-glm-4.7,7,2452,295742,,False,,
bf-1wy6q3,2026-08-26T20:08:52.725488238Z,0,success,123814,glm-4.7,claude-code-glm-4.7,47,26989,1563489,,False,,
bf-1wz2w,2026-09-07T07:34:51.979727724Z,0,success,1335547,glm-5.3-flash,claude-code-glm-5.3-flash,51,28745,5942422,,False,,
bf-1x9j5,2026-09-02T07:37:25.379052063Z,0,success,223626,glm-4.7,claude-code-glm-4.7,75,20849,1489934,,False,,
bf-1y1d0g,2026-08-26T18:48:14.272129053Z,0,success,128140,glm-4.7,claude-code-glm-4.7,55,18015,2262498,,False,,
bf-1z9u3t,2026-08-26T20:10:21.461126661Z,0,success,179525,glm-4.7,claude-code-glm-4.7,64,27472,2479872,,False,,
bf-1zt5b,2026-09-02T02:30:13.423278598Z,0,success,315050,glm-4.7,claude-code-glm-4.7,48,20493,1503014,,False,,
bf-1ztab,2026-08-26T16:12:18.071130298Z,0,success,27387,glm-4.7,claude-code-glm-4.7,22,6981,715071,,False,,
bf-22514,2026-08-26T03:34:46.480034435Z,0,success,109134,glm-4.7,claude-code-glm-4.7,27,10079,1043814,,False,,
bf-22h8jj,2026-08-26T21:15:27.824884400Z,0,success,108343,glm-4.7,claude-code-glm-4.7,47,14383,1678554,,False,,
bf-22w69c,2026-08-26T20:47:24.765646094Z,0,success,182007,glm-4.7,claude-code-glm-4.7,54,22015,1859601,,False,,
bf-2367pd,2026-09-02T13:02:09.354606730Z,0,success,618344,glm-4.7,claude-code-glm-4.7,40,18873,3593635,,False,,
bf-23c9m,2026-09-02T07:30:14.489784229Z,0,success,229747,glm-4.7,claude-code-glm-4.7,49,15954,1302424,,False,,
bf-23nrts,2026-08-26T19:10:03.367569217Z,0,success,80995,glm-4.7,claude-code-glm-4.7,47,16969,1717928,,False,,
bf-24zzhy,2026-08-17T18:00:37.357366915Z,0,success,419600,glm-4.7,claude-code-glm-4.7,94,30035,2568516,,False,,
bf-25uq3d,2026-08-26T21:19:41.816846267Z,0,success,126551,glm-4.7,claude-code-glm-4.7,47,17278,1683103,,False,,
bf-26r8bi,2026-08-26T18:06:50.341404950Z,1,failure,237997,glm-4.7,claude-code-glm-4.7,63,23217,1849034,,False,,
bf-26sup4,2026-08-26T21:39:05.180716498Z,0,success,112331,glm-4.7,claude-code-glm-4.7,63,18838,2237071,,False,,
bf-26xap4,2026-08-17T17:35:18.748773181Z,0,success,67606,glm-4.7,claude-code-glm-4.7,36,12798,868732,,False,,
bf-276uk,2026-08-26T01:57:20.321140675Z,0,success,115181,glm-4.7,claude-code-glm-4.7,76,22156,1434860,,False,,
bf-2804g8,2026-08-26T21:05:09.112701421Z,0,success,53972,glm-4.7,claude-code-glm-4.7,22,7810,930872,,False,,
bf-284lqt,2026-08-26T20:02:42.851048819Z,0,success,85416,glm-4.7,claude-code-glm-4.7,53,16591,1501036,,False,,
bf-28su5u,2026-08-26T22:49:41.793380899Z,0,success,128045,glm-4.7,claude-code-glm-4.7,85,27237,1955234,,False,,
bf-29cbc,2026-08-26T11:48:48.666622343Z,0,success,73552,glm-4.7,claude-code-glm-4.7,20,8544,688905,,False,,
bf-29rca,2026-08-26T20:11:08.879494574Z,0,success,92564,glm-4.7,claude-code-glm-4.7,71,24168,1806277,,False,,
bf-2a22h,2026-08-26T13:26:43.272926612Z,0,success,142931,glm-4.7,claude-code-glm-4.7,19,6784,1483234,,False,,
bf-2a9de,2026-08-26T15:24:55.512095940Z,0,success,5993,glm-4.7,claude-code-glm-4.7,1,136,125782,,False,,
bf-2aa8vo,2026-08-17T16:00:02.279909036Z,0,success,52163,glm-4.7,claude-code-glm-4.7,20,6983,654212,,False,,
bf-2aig1,2026-08-26T13:55:48.990007306Z,0,success,123263,glm-4.7,claude-code-glm-4.7,27,15680,1364479,,False,,
bf-2as90l,2026-08-26T21:33:24.143241269Z,0,success,160553,glm-4.7,claude-code-glm-4.7,64,20393,1735753,,False,,
bf-2b3p3y,2026-08-26T22:52:55.697865273Z,0,success,60049,glm-4.7,claude-code-glm-4.7,62,23847,816854,,False,,
bf-2binh,2026-08-17T11:24:02.787062316Z,1,failure,451789,glm-4.7,claude-code-glm-4.7,11,3603,409393,,False,,
bf-2dj1g,2026-09-01T21:55:56.411879852Z,0,success,273900,glm-4.7,claude-code-glm-4.7,48,15139,1355570,,False,,
bf-2dja8w,2026-08-27T00:00:37.409624038Z,0,success,40926,glm-4.7,claude-code-glm-4.7,24,7255,728273,,False,,
bf-2dol4,2026-08-26T10:58:07.091729337Z,1,failure,627389,glm-4.7,claude-code-glm-4.7,2,296,8753,,False,,
bf-2dyo7,2026-09-07T01:06:41.202574017Z,0,success,54941,glm-5.3-flash,claude-code-glm-5.3-flash,1,122,233141,,False,,
bf-2e7xrf,2026-08-26T22:20:09.827425493Z,0,success,55699,glm-4.7,claude-code-glm-4.7,40,12547,992071,,False,,
bf-2f05s,2026-08-26T12:47:55.237518033Z,0,success,36092,glm-4.7,claude-code-glm-4.7,11,4162,623939,,False,,
bf-2f0lgk,2026-08-17T20:31:01.152375884Z,0,success,282955,glm-4.7,claude-code-glm-4.7,45,15443,1236989,,False,,
bf-2fqvu,2026-08-26T12:47:39.264576731Z,0,success,82918,glm-4.7,claude-code-glm-4.7,31,14607,1695019,,False,,
bf-2fqyqo,2026-08-17T04:19:44.843595439Z,0,success,192591,glm-4.7,claude-code-glm-4.7,39,11988,1574092,,False,,
bf-2ftau,2026-09-01T15:36:57.249842644Z,0,success,145758,glm-4.7,claude-code-glm-4.7,28,9008,920562,,False,,
bf-2fvltt,2026-08-26T23:27:35.342046982Z,0,success,189664,glm-4.7,claude-code-glm-4.7,52,24467,2976458,,False,,
bf-2gli1,2026-08-26T14:40:03.691393919Z,0,success,66488,glm-4.7,claude-code-glm-4.7,43,14379,1005608,,False,,
bf-2gnhci,2026-09-02T20:02:16.675334869Z,0,success,771446,glm-4.7,claude-code-glm-4.7,28,17118,4132089,,False,,
bf-2gobx,2026-08-26T13:21:16.362327170Z,0,success,116332,glm-4.7,claude-code-glm-4.7,32,14514,1359575,,False,,
bf-2gx7q8,2026-08-26T23:51:08.416841959Z,0,success,113868,glm-4.7,claude-code-glm-4.7,40,20836,1760921,,False,,
bf-2hbdd,2026-08-26T12:30:19.613763731Z,0,success,234859,glm-4.7,claude-code-glm-4.7,49,18789,1324395,,False,,
bf-2hkzlz,2026-08-26T17:41:19.720396713Z,0,success,102836,glm-4.7,claude-code-glm-4.7,35,19652,1690813,,False,,
bf-2hpamz,2026-08-26T19:49:46.742832667Z,0,success,69329,glm-4.7,claude-code-glm-4.7,20,7803,846613,,False,,
bf-2hwnx,2026-09-02T04:30:42.215016203Z,1,failure,952062,glm-4.7,claude-code-glm-4.7,71,25182,2104223,,False,,
bf-2i5toy,2026-08-26T19:07:46.306822038Z,0,success,41648,glm-4.7,claude-code-glm-4.7,42,13354,1033077,,False,,
bf-2igib,2026-09-02T01:06:35.651964551Z,1,failure,578220,glm-4.7,claude-code-glm-4.7,38,11093,971230,,False,,
bf-2ildm,2026-08-16T22:28:44.172164374Z,0,success,85327,glm-4.7,claude-code-glm-4.7,47,15428,901705,,False,,
bf-2j99a,2026-09-01T21:20:23.129494776Z,0,success,11124,glm-4.7,claude-code-glm-4.7,1,135,183772,,False,,
bf-2jr19,2026-08-26T12:41:56.605854230Z,0,success,8248,glm-4.7,claude-code-glm-4.7,1,122,143391,,False,,
bf-2khgxe,2026-08-17T16:46:01.317525155Z,0,success,233405,glm-4.7,claude-code-glm-4.7,61,19987,2460917,,False,,
bf-2kz1v,2026-08-26T16:49:16.152511723Z,0,success,140074,glm-4.7,claude-code-glm-4.7,58,19857,1723879,,False,,
bf-2l36o,2026-08-26T13:56:43.478517540Z,0,success,27499,glm-4.7,claude-code-glm-4.7,31,8454,712831,,False,,
bf-2l4aiz,2026-08-27T01:14:43.798462078Z,0,success,46510,glm-4.7,claude-code-glm-4.7,1,136,1195988,,False,,
bf-2lucsz,2026-08-17T18:25:03.258459598Z,0,success,452301,glm-4.7,claude-code-glm-4.7,79,25382,2285040,,False,,
bf-2lxwt,2026-09-02T01:02:33.067874827Z,0,success,211599,glm-4.7,claude-code-glm-4.7,27,9386,778513,,False,,
bf-2m4l51,2026-08-26T23:41:02.054388244Z,0,success,84850,glm-4.7,claude-code-glm-4.7,33,20996,1656371,,False,,
bf-2m532x,2026-08-26T21:06:10.396539261Z,0,success,42509,glm-4.7,claude-code-glm-4.7,21,7272,688068,,False,,
bf-2ni4dp,2026-08-17T18:14:09.758111353Z,0,success,172347,glm-4.7,claude-code-glm-4.7,67,22972,2212270,,False,,
bf-2o1fah,2026-08-27T00:41:50.591482731Z,0,success,112107,glm-4.7,claude-code-glm-4.7,42,12811,2217508,,False,,
bf-2o8p2,2026-09-06T15:42:21.739947186Z,0,success,2142778,glm-5.3-flash,claude-code-glm-5.3-flash,47,26422,6796567,,False,,
bf-2oov1x,2026-08-26T20:47:45.437744610Z,0,success,100664,glm-4.7,claude-code-glm-4.7,44,15935,1702807,,False,,
bf-2oq9d,2026-09-07T04:57:15.425486202Z,0,success,2928423,glm-5.3-flash,claude-code-glm-5.3-flash,64,31855,6509326,,False,,
bf-2ozrew,2026-08-17T15:45:51.028511172Z,0,success,228856,glm-4.7,claude-code-glm-4.7,81,28675,2247379,,False,,
bf-2prqor,2026-08-26T19:42:32.168184141Z,0,success,122471,glm-4.7,claude-code-glm-4.7,67,22452,1583947,,False,,
bf-2purtf,2026-09-02T08:59:43.782923769Z,0,success,198368,glm-4.7,claude-code-glm-4.7,9,3865,655890,,False,,
bf-2r30u,2026-08-26T17:10:35.919137500Z,0,success,39221,glm-4.7,claude-code-glm-4.7,15,6182,693539,,False,,
bf-2r8piw,2026-08-26T18:09:17.845264197Z,0,success,49062,glm-4.7,claude-code-glm-4.7,1,122,1162702,,False,,
bf-2rd24,2026-08-26T16:02:34.987249399Z,0,success,69787,glm-4.7,claude-code-glm-4.7,45,16287,1484074,,False,,
bf-2rr62p,2026-08-27T01:15:34.820976486Z,0,success,84368,glm-4.7,claude-code-glm-4.7,21,9462,1070760,,False,,
bf-2s53ez,2026-08-26T22:31:53.108726983Z,0,success,77504,glm-4.7,claude-code-glm-4.7,68,21048,1534935,,False,,
bf-2sddh9,2026-08-17T00:11:53.685108791Z,124,timeout,600015,glm-4.7,claude-code-glm-4.7,51,14826,1783580,{'hard': {'timeout_secs': 600}},False,,
bf-2sxbmo,2026-08-27T00:30:12.956251341Z,0,success,51771,glm-4.7,claude-code-glm-4.7,20,9066,1237498,,False,,
bf-2t7xh,2026-09-01T22:23:22.487840216Z,1,failure,215940,glm-4.7,claude-code-glm-4.7,2,419,213463,,False,,
bf-2tm7u,2026-08-26T13:02:39.904867744Z,0,success,69429,glm-4.7,claude-code-glm-4.7,49,14075,1259472,,False,,
bf-2u3dzu,2026-08-26T21:10:19.548640881Z,0,success,104690,glm-4.7,claude-code-glm-4.7,20,9119,1087164,,False,,
bf-2unxrg,2026-08-17T18:31:52.609104195Z,0,success,6329,glm-4.7,claude-code-glm-4.7,1,122,163577,,False,,
bf-2uo5sa,2026-09-02T10:08:58.091912496Z,0,success,175653,glm-4.7,claude-code-glm-4.7,29,11199,809420,,False,,
bf-2uos3,2026-08-26T14:34:18.472045805Z,0,success,114171,glm-4.7,claude-code-glm-4.7,74,26050,1988059,,False,,
bf-2v8x98,2026-08-26T18:42:46.992113198Z,0,success,93519,glm-4.7,claude-code-glm-4.7,71,23153,1793530,,False,,
bf-2vepdz,2026-08-26T20:25:09.822498217Z,0,success,43109,glm-4.7,claude-code-glm-4.7,18,8584,870357,,False,,
bf-2vkxgz,2026-08-17T04:09:49.072186067Z,0,success,207352,glm-4.7,claude-code-glm-4.7,36,10868,959874,,False,,
bf-2vt9eo,2026-08-27T01:12:06.876503813Z,0,success,105657,glm-4.7,claude-code-glm-4.7,35,11759,1523426,,False,,
bf-2weev,2026-09-06T21:31:19.360999049Z,0,success,943244,glm-5.3-flash,claude-code-glm-5.3-flash,53,25144,4667232,,False,,
bf-2xqkl,2026-08-26T12:56:34.077679007Z,0,success,109680,glm-4.7,claude-code-glm-4.7,70,23538,1747448,,False,,
bf-2yac7z,2026-08-17T03:53:16.406689993Z,1,failure,182653,glm-4.7,claude-code-glm-4.7,2,419,9162,,False,,
bf-2yc11s,2026-08-27T01:49:26.357743057Z,0,success,39345,glm-4.7,claude-code-glm-4.7,27,11373,1025720,,False,,
bf-2ydffa,2026-08-17T02:08:13.290051264Z,0,success,78718,glm-4.7,claude-code-glm-4.7,13,4765,561655,,False,,
bf-2yruum,2026-08-17T16:11:36.926765951Z,0,success,148566,glm-4.7,claude-code-glm-4.7,49,18575,1478367,,False,,
bf-2yt63,2026-08-17T12:15:23.779649919Z,0,success,76353,glm-4.7,claude-code-glm-4.7,25,9508,931517,,False,,
bf-2zocdr,2026-08-26T21:22:04.171694102Z,0,success,69103,glm-4.7,claude-code-glm-4.7,18,6396,1201957,,False,,
bf-2zqchr,2026-08-17T14:33:50.990760304Z,1,failure,290635,glm-4.7,claude-code-glm-4.7,145,61760,2252279,,False,,
bf-2zsl2,2026-08-26T14:47:37.094321968Z,0,success,7581,glm-4.7,claude-code-glm-4.7,1,121,150465,,False,,
bf-30imq,2026-09-02T08:15:38.359863316Z,0,success,310646,glm-4.7,claude-code-glm-4.7,44,16467,1493224,,False,,
bf-30pdr8,2026-08-26T20:25:37.933005582Z,0,success,183897,glm-4.7,claude-code-glm-4.7,45,24103,2593213,,False,,
bf-30q2d1,2026-08-26T18:18:33.247303480Z,0,success,91672,glm-4.7,claude-code-glm-4.7,29,14349,1359665,,False,,
bf-3191cl,2026-08-17T20:00:06.603623455Z,0,success,10228,glm-4.7,claude-code-glm-4.7,1,122,166565,,False,,
bf-31p3g,2026-08-17T10:22:25.397697427Z,0,success,136380,glm-4.7,claude-code-glm-4.7,48,15043,1440445,,False,,
bf-32l83,2026-09-02T03:09:01.025933571Z,1,failure,742887,glm-4.7,claude-code-glm-4.7,55,17454,1557951,,False,,
bf-33sv,2026-08-25T17:26:59.375988383Z,0,success,170687,glm-4.7,claude-code-glm-4.7,83,31717,2098721,,False,,
bf-33uel,2026-08-26T12:21:17.408368646Z,0,success,123290,glm-4.7,claude-code-glm-4.7,41,16824,1619124,,False,,
bf-34y0oy,2026-08-26T18:32:57.337047983Z,0,success,80664,glm-4.7,claude-code-glm-4.7,32,19381,2427500,,False,,
bf-353z15,2026-08-17T15:28:43.034194362Z,0,success,310412,glm-4.7,claude-code-glm-4.7,71,25087,2325351,,False,,
bf-3561g,2026-08-17T11:06:29.750351214Z,0,success,59043,glm-4.7,claude-code-glm-4.7,31,10534,774583,,False,,
bf-35ajx2,2026-09-02T09:48:08.271231424Z,1,failure,222969,glm-4.7,claude-code-glm-4.7,2,419,9324,,False,,
bf-35bhc,2026-08-26T03:52:25.838856188Z,0,success,127314,glm-4.7,claude-code-glm-4.7,38,11098,902642,,False,,
bf-37jbh,2026-08-26T16:34:08.249619922Z,0,success,118285,glm-4.7,claude-code-glm-4.7,61,22955,1959402,,False,,
bf-37w3zc,2026-08-26T18:22:05.144019804Z,0,success,88388,glm-4.7,claude-code-glm-4.7,47,22793,1946287,,False,,
bf-37y3s,2026-08-26T08:54:16.450199036Z,1,failure,627882,glm-4.7,claude-code-glm-4.7,15,5777,14234,,False,,
bf-393iv,2026-09-02T07:40:17.534168712Z,0,success,134426,glm-4.7,claude-code-glm-4.7,22,10172,1091855,,False,,
bf-39xem,2026-09-07T16:23:31.744368426Z,0,success,392442,glm-5.3-flash,claude-code-glm-5.3-flash,49,27996,4507308,,False,,
bf-3aaar,2026-08-26T13:25:19.481919761Z,0,success,81369,glm-4.7,claude-code-glm-4.7,39,14104,1011758,,False,,
bf-3b0rb,2026-08-26T16:23:26.176051956Z,0,success,114613,glm-4.7,claude-code-glm-4.7,55,19852,1643941,,False,,
bf-3b3b8,2026-09-02T09:19:15.092057678Z,0,success,99160,glm-4.7,claude-code-glm-4.7,4,2492,313454,,False,,
bf-3brfor,2026-08-27T01:53:37.594797859Z,0,success,72222,glm-4.7,claude-code-glm-4.7,31,14754,1417110,,False,,
bf-3c5pvy,2026-08-17T19:08:52.052645468Z,0,success,50358,glm-4.7,claude-code-glm-4.7,35,10465,712013,,False,,
bf-3cses,2026-08-26T16:17:15.786338116Z,0,success,81305,glm-4.7,claude-code-glm-4.7,36,13146,1064815,,False,,
bf-3cx3ji,2026-09-01T14:29:35.860763126Z,0,success,153255,glm-4.7,claude-code-glm-4.7,16,5045,606990,,False,,
bf-3cy3vk,2026-08-26T21:06:31.294867562Z,0,success,137037,glm-4.7,claude-code-glm-4.7,42,17060,1808228,,False,,
bf-3d9bqk,2026-08-26T22:59:21.874720166Z,0,success,144417,glm-4.7,claude-code-glm-4.7,63,29298,3518403,,False,,
bf-3dr1pd,2026-08-17T01:29:50.715722740Z,1,failure,228428,glm-4.7,claude-code-glm-4.7,62,14857,2049885,,False,,
bf-3dxljn,2026-09-02T10:32:41.312818584Z,0,success,631419,glm-4.7,claude-code-glm-4.7,48,22561,4606591,,False,,
bf-3e1gcf,2026-08-27T00:11:42.167811289Z,0,success,39252,glm-4.7,claude-code-glm-4.7,20,7197,876046,,False,,
