bead_id,captured_at_utc,exit_code,outcome,duration_ms,model,agent,trace_events,trace_bytes,dir_bytes,timeout_reason,pruned,stderr_oom,stderr_signal
domchk-5443effb,2026-09-02T18:52:29.773277852Z,0,success,1098843,glm-4.7,claude-code-glm-4.7,93,58127,9049162,,False,,
domchk-54578bef,2026-09-02T09:32:06.586632739Z,0,success,453024,glm-4.7,claude-code-glm-4.7,34,23910,3667652,,False,,
domchk-54ad4490,2026-09-01T14:36:13.075353378Z,0,success,123468,glm-4.7,claude-code-glm-4.7,14,6024,835704,,False,,
domchk-54bc57df,2026-09-06T20:21:37.569699984Z,1,failure,3346182,glm-5.3-flash,claude-code-glm-5.3-flash,96,64229,8182192,,False,,
domchk-553f7f73,2026-08-25T14:49:21.746126957Z,0,success,73329,glm-4.7,claude-code-glm-4.7,29,9358,1049552,,False,,
domchk-554692c8,2026-09-07T00:08:40.654658249Z,0,success,757320,glm-5.3-flash,claude-code-glm-5.3-flash,2,274,6719787,,False,,
domchk-55effc6d,2026-09-06T20:37:17.102800106Z,0,success,3395684,glm-5.3-flash,claude-code-glm-5.3-flash,102,66051,9816713,,False,,
domchk-564d03eb,2026-09-06T13:51:46.780547916Z,0,success,663976,glm-5.3-flash,claude-code-glm-5.3-flash,48,23504,2423916,,False,,
domchk-5682856e,2026-09-02T20:11:33.456826982Z,0,success,591907,glm-4.7,claude-code-glm-4.7,29,14527,1794276,,False,,
domchk-56b5ba67,2026-09-06T23:10:56.964977905Z,0,success,1031441,glm-5.3-flash,claude-code-glm-5.3-flash,69,49611,6837085,,False,,
domchk-57016824,2026-09-01T16:09:50.328067379Z,0,success,273686,glm-4.7,claude-code-glm-4.7,41,15627,1839378,,False,,
domchk-5722a57b,2026-09-02T10:08:58.651367508Z,0,success,642985,glm-4.7,claude-code-glm-4.7,56,17857,1406804,,False,,
domchk-577a6273,2026-09-07T00:09:06.135213586Z,0,success,1590289,glm-5.3-flash,claude-code-glm-5.3-flash,76,65424,6635254,,False,,
domchk-577b2e9b,2026-09-01T21:55:55.603693132Z,0,success,180709,glm-4.7,claude-code-glm-4.7,26,10032,1073594,,False,,
domchk-57cc3f0f,2026-09-02T04:11:39.504087715Z,0,success,244984,glm-4.7,claude-code-glm-4.7,30,28581,2486364,,False,,
domchk-57fb24f6,2026-09-02T08:03:49.163628966Z,0,success,84835,glm-4.7,claude-code-glm-4.7,30,7742,590684,,False,,
domchk-58424b83,2026-09-01T22:51:58.315391399Z,0,success,233974,glm-4.7,claude-code-glm-4.7,24,39726,2950878,,False,,
domchk-58866353,2026-09-02T09:09:36.759173932Z,1,failure,1175658,glm-4.7,claude-code-glm-4.7,60,26234,2486987,,False,,
domchk-590fe7c4,2026-09-01T16:40:25.052213238Z,0,success,598992,glm-4.7,claude-code-glm-4.7,34,12308,1338239,,False,,
domchk-59478499,2026-09-07T08:54:41.096650736Z,0,success,441664,glm-5.3-flash,claude-code-glm-5.3-flash,32,18523,2897445,,False,,
domchk-596f8499,2026-09-07T12:26:57.507547474Z,0,success,1603012,glm-5.3-flash,claude-code-glm-5.3-flash,65,37074,6817991,,False,,
domchk-59a718b5,2026-09-01T15:37:13.443632531Z,0,success,270065,glm-4.7,claude-code-glm-4.7,56,30267,2410018,,False,,
domchk-59b87d7c,2026-09-02T02:13:06.084914648Z,0,success,953100,glm-4.7,claude-code-glm-4.7,66,25322,3272703,,False,,
domchk-59e1f1d5,2026-09-06T08:29:59.874364266Z,0,success,1965160,glm-5.3-flash,claude-code-glm-5.3-flash,59,34599,4745580,,False,,
domchk-59e3be4e,2026-09-02T04:06:54.501064929Z,0,success,83520,glm-4.7,claude-code-glm-4.7,15,3703,333496,,False,,
domchk-5a020621,2026-08-25T15:02:47.113502695Z,0,success,136573,glm-4.7,claude-code-glm-4.7,71,24590,2597497,,False,,
domchk-5a2db6b1,2026-09-02T04:21:00.542436086Z,0,success,439407,glm-4.7,claude-code-glm-4.7,69,30010,1375419,,False,,
domchk-5a3581c6,2026-09-02T02:14:13.485067672Z,0,success,274118,glm-4.7,claude-code-glm-4.7,37,18184,1798938,,False,,
domchk-5a44f618,2026-09-02T03:33:37.409124911Z,0,success,738541,glm-4.7,claude-code-glm-4.7,92,53191,3038531,,False,,
domchk-5a5bef99,2026-08-25T15:25:25.670486449Z,0,success,89720,glm-4.7,claude-code-glm-4.7,33,11634,1536868,,False,,
domchk-5b01652e,2026-09-02T03:32:48.605283065Z,0,success,531212,glm-4.7,claude-code-glm-4.7,31,14874,2395294,,False,,
domchk-5b2c6895,2026-09-02T08:07:53.170149403Z,0,success,87762,glm-4.7,claude-code-glm-4.7,19,8289,822497,,False,,
domchk-5b35d60e,2026-09-02T18:49:59.582466849Z,0,success,2247153,glm-4.7,claude-code-glm-4.7,102,48925,8754692,,False,,
domchk-5b3f7068,2026-09-02T12:52:55.606524006Z,0,success,1091556,glm-4.7,claude-code-glm-4.7,86,46798,6151782,,False,,
domchk-5b6009c4,2026-09-02T08:45:30.045777625Z,0,success,801582,glm-4.7,claude-code-glm-4.7,35,25817,2100640,,False,,
domchk-5b993b1d,2026-09-07T02:31:41.925748799Z,0,success,3743748,glm-5.3-flash,claude-code-glm-5.3-flash,100,54636,10686844,,False,,
domchk-5bbaf9b5,,,NO_METADATA,,,,0,0,0,,,,
domchk-5bc9a684,2026-09-01T17:06:33.871501207Z,0,success,357377,glm-4.7,claude-code-glm-4.7,48,17443,1423582,,False,,
domchk-5bcdecf0,2026-09-02T17:46:38.247517496Z,1,failure,1664867,glm-4.7,claude-code-glm-4.7,2,305,8957,,False,,
domchk-5c0b50ff,2026-09-02T08:45:30.235655241Z,0,success,1135363,glm-4.7,claude-code-glm-4.7,37,31948,2596669,,False,,
domchk-5c605bb0,2026-08-25T15:21:32.754593181Z,0,success,195276,glm-4.7,claude-code-glm-4.7,74,29379,2715447,,False,,
domchk-5c60803b,2026-09-06T21:05:32.253068730Z,0,success,38090,glm-5.3-flash,claude-code-glm-5.3-flash,1,122,158934,,False,,
domchk-5c74b97f,2026-09-07T09:06:18.861709872Z,0,success,907776,glm-5.3-flash,claude-code-glm-5.3-flash,51,25276,6482067,,False,,
domchk-5c7c5cac,2026-09-01T23:05:32.382103635Z,1,failure,494902,glm-4.7,claude-code-glm-4.7,17,5183,493610,,False,,
domchk-5c81ed0e,2026-09-02T21:44:35.871826205Z,1,failure,174859,glm-4.7,claude-code-glm-4.7,2,419,9330,,False,,
domchk-5caa48c9,2026-09-01T15:43:42.507927105Z,0,success,465242,glm-4.7,claude-code-glm-4.7,62,27092,3480927,,False,,
domchk-5cb84991,2026-09-01T16:10:47.958522323Z,0,success,265772,glm-4.7,claude-code-glm-4.7,47,17964,1963525,,False,,
domchk-5d2b7bed,2026-08-25T17:25:42.652290993Z,0,success,59379,glm-4.7,claude-code-glm-4.7,31,9412,714562,,False,,
domchk-5e096e86,2026-08-25T15:18:33.819721995Z,0,success,116338,glm-4.7,claude-code-glm-4.7,39,26573,2359759,,False,,
domchk-5e874616,2026-09-02T21:13:28.034882040Z,1,failure,175918,glm-4.7,claude-code-glm-4.7,2,419,9330,,False,,
domchk-5ecf936b,2026-09-01T15:26:01.302537851Z,0,success,568438,glm-4.7,claude-code-glm-4.7,48,16899,1522645,,False,,
domchk-5ee8101e,2026-09-01T18:46:54.616902830Z,0,success,499378,glm-4.7,claude-code-glm-4.7,50,20357,2083563,,False,,
domchk-5f79b547,2026-09-01T19:19:38.570794508Z,1,failure,831397,glm-4.7,claude-code-glm-4.7,71,34139,2405133,,False,,
domchk-5f7ae62a,2026-08-25T15:00:30.168797493Z,0,success,79917,glm-4.7,claude-code-glm-4.7,33,10302,1201114,,False,,
domchk-601ea452,2026-09-01T15:16:07.034788053Z,1,failure,1019946,glm-4.7,claude-code-glm-4.7,45,12264,954472,,False,,
domchk-603d865e,2026-09-01T18:49:21.238962837Z,0,success,233040,glm-4.7,claude-code-glm-4.7,32,9438,1203109,,False,,
domchk-60407475,2026-09-05T22:31:32.587681094Z,0,success,2503146,glm-5.3-flash,claude-code-glm-5.3-flash,2,418,15007614,,False,,
domchk-604089a5,2026-08-25T15:41:02.311835245Z,0,success,62753,glm-4.7,claude-code-glm-4.7,36,12045,1140256,,False,,
domchk-60636bdb,2026-09-02T07:22:08.700916576Z,0,success,397887,glm-4.7,claude-code-glm-4.7,33,22727,2146704,,False,,
domchk-60637096,2026-09-02T07:26:16.551252646Z,0,success,343415,glm-4.7,claude-code-glm-4.7,42,39472,3342383,,False,,
domchk-608a52aa,2026-09-02T02:36:05.976918535Z,0,success,264076,glm-4.7,claude-code-glm-4.7,25,25609,2410686,,False,,
domchk-608a6186,,,NO_METADATA,,,,0,0,0,,,,
domchk-608b4ba3,2026-09-02T21:23:42.737574607Z,1,failure,177926,glm-4.7,claude-code-glm-4.7,2,417,9328,,False,,
domchk-609f9182,2026-09-01T19:43:05.714477187Z,0,success,65363,glm-4.7,claude-code-glm-4.7,11,3229,281250,,False,,
domchk-60b96793,2026-09-01T21:52:49.516475124Z,0,success,282733,glm-4.7,claude-code-glm-4.7,0,0,1402727,,False,,
domchk-60ba1574,2026-09-02T05:59:28.726990818Z,1,failure,680413,glm-4.7,claude-code-glm-4.7,21,24601,2025636,,False,,
domchk-60c12286,2026-09-06T23:46:53.498201437Z,0,success,27035,glm-5.3-flash,claude-code-glm-5.3-flash,1,122,229082,,False,,
domchk-6124a643,2026-09-02T04:33:06.186898597Z,0,success,720485,glm-4.7,claude-code-glm-4.7,25,10827,1690298,,False,,
domchk-6129d0c7,2026-09-07T16:29:06.333848195Z,1,failure,1544520,glm-5.3-flash,claude-code-glm-5.3-flash,102,57669,12564238,,False,,
domchk-61505afc,2026-09-01T19:52:49.398228844Z,0,success,122045,glm-4.7,claude-code-glm-4.7,19,27789,2301344,,False,,
domchk-6166a477,2026-09-01T17:13:56.633572549Z,0,success,437052,glm-4.7,claude-code-glm-4.7,65,38515,3401589,,False,,
domchk-61b285e8,2026-09-02T00:27:20.672619533Z,0,success,286576,glm-4.7,claude-code-glm-4.7,32,10284,1039632,,False,,
domchk-61c756ae,2026-09-02T00:22:56.203708775Z,0,success,113850,glm-4.7,claude-code-glm-4.7,18,9008,761827,,False,,
domchk-61cdae4e,2026-09-02T12:55:44.453537513Z,0,success,512411,glm-4.7,claude-code-glm-4.7,29,16903,3668269,,False,,
domchk-622a2141,2026-09-07T03:08:11.974373220Z,0,success,1328938,glm-5.3-flash,claude-code-glm-5.3-flash,54,30548,5268736,,False,,
domchk-625572ea,2026-09-01T22:53:18.337940155Z,0,success,565304,glm-4.7,claude-code-glm-4.7,24,26171,1969832,,False,,
domchk-626a24cb,2026-09-02T03:17:06.651616472Z,0,success,314714,glm-4.7,claude-code-glm-4.7,0,0,898546,,False,,
domchk-6281555d,2026-09-06T09:14:55.043287151Z,0,success,3339324,glm-5.3-flash,claude-code-glm-5.3-flash,78,61099,8622573,,False,,
domchk-62969516,2026-09-07T08:03:46.515586802Z,0,success,2149817,glm-5.3-flash,claude-code-glm-5.3-flash,88,41674,7751431,,False,,
domchk-62a7233c,2026-09-01T16:29:58.587368613Z,0,success,167619,glm-4.7,claude-code-glm-4.7,22,9250,1078864,,False,,
domchk-62ac3287,2026-09-02T07:02:00.943872339Z,0,success,325339,glm-4.7,claude-code-glm-4.7,58,36786,2228545,,False,,
domchk-62ff093e,2026-09-01T14:31:54.377184891Z,0,success,389925,glm-4.7,claude-code-glm-4.7,52,14087,1789422,,False,,
domchk-6330daac,2026-09-01T22:08:51.697978704Z,0,success,265116,glm-4.7,claude-code-glm-4.7,25,10148,792864,,False,,
domchk-63455cde,2026-08-25T15:28:41.852356449Z,0,success,136081,glm-4.7,claude-code-glm-4.7,55,20686,2117327,,False,,
domchk-637878ba,2026-09-07T09:48:41.902285638Z,0,success,3010045,glm-5.3-flash,claude-code-glm-5.3-flash,366,221457,15242964,,False,,
domchk-63805e42,2026-09-07T00:50:27.655527897Z,0,success,567794,glm-5.3-flash,claude-code-glm-5.3-flash,54,29450,4153617,,False,,
domchk-638fe6a8,2026-09-02T09:15:57.800370410Z,0,success,357591,glm-4.7,claude-code-glm-4.7,23,34689,2604953,,False,,
domchk-63964432,2026-09-02T02:42:12.536478371Z,0,success,354011,glm-4.7,claude-code-glm-4.7,44,17192,1487635,,False,,
domchk-63d3b368,2026-09-01T22:03:48.424428135Z,0,success,319773,glm-4.7,claude-code-glm-4.7,53,19226,1564220,,False,,
domchk-6415042c,2026-09-02T21:30:51.716566905Z,1,failure,186786,glm-4.7,claude-code-glm-4.7,2,419,9330,,False,,
domchk-644859a4,2026-09-02T04:06:17.711218969Z,0,success,206831,glm-4.7,claude-code-glm-4.7,13,7767,713957,,False,,
domchk-646b522e,2026-08-26T02:15:37.090625059Z,0,success,85578,glm-4.7,claude-code-glm-4.7,43,14632,1166261,,False,,
domchk-64820a9a,2026-09-06T13:03:20.510954256Z,0,success,407064,glm-5.3-flash,claude-code-glm-5.3-flash,34,15036,1783705,,False,,
domchk-649739a2,2026-09-02T08:53:43.111831698Z,0,success,419135,glm-4.7,claude-code-glm-4.7,46,27972,2307313,,False,,
domchk-64e1461a,2026-09-07T03:59:16.563372748Z,0,success,1006400,glm-5.3-flash,claude-code-glm-5.3-flash,44,22924,4085719,,False,,
domchk-652fd21b,2026-09-01T19:35:57.403751391Z,1,failure,469671,glm-4.7,claude-code-glm-4.7,54,18621,1066802,,False,,
domchk-65400556,2026-09-02T06:52:12.912045412Z,0,success,627143,glm-4.7,claude-code-glm-4.7,46,37641,3001445,,False,,
domchk-656d6dc5,2026-09-01T16:30:21.121380281Z,0,success,482619,glm-4.7,claude-code-glm-4.7,55,26698,4423567,,False,,
domchk-65afcc88,2026-09-06T02:18:55.017628609Z,0,success,2316607,glm-5.3-flash,claude-code-glm-5.3-flash,73,58895,8620078,,False,,
domchk-65d9ff05,2026-08-25T15:46:46.786728999Z,0,success,62503,glm-4.7,claude-code-glm-4.7,26,9315,886619,,False,,
domchk-661c2dc6,2026-09-02T14:36:16.408364317Z,0,success,2641795,glm-4.7,claude-code-glm-4.7,82,55993,8392030,,False,,
domchk-663d94eb,2026-09-07T14:15:10.269647202Z,0,success,1126471,glm-5.3-flash,claude-code-glm-5.3-flash,0,0,7223107,,False,,
domchk-665355ef,2026-09-02T09:48:02.581409788Z,1,failure,613568,glm-4.7,claude-code-glm-4.7,33,24498,2160521,,False,,
domchk-669c61c7,2026-09-01T23:28:50.438994645Z,1,failure,821251,glm-4.7,claude-code-glm-4.7,2,308,8990,,False,,
domchk-669f571d,2026-09-06T14:26:57.860492321Z,0,success,1100468,glm-5.3-flash,claude-code-glm-5.3-flash,46,29923,5913919,,False,,
domchk-669f7bdf,2026-09-01T14:44:31.870507439Z,0,success,197973,glm-4.7,claude-code-glm-4.7,32,11832,1780718,,False,,
domchk-66ae89db,2026-09-02T06:51:58.173844176Z,0,success,152042,glm-4.7,claude-code-glm-4.7,23,8262,827431,,False,,
domchk-66caa4b7,2026-09-02T07:55:56.729629593Z,0,success,90824,glm-4.7,claude-code-glm-4.7,30,11664,1082820,,False,,
domchk-66d84261,,,NO_METADATA,,,,0,0,0,,,,
domchk-66dc8d1b,2026-09-01T14:37:19.809602218Z,0,success,212445,glm-4.7,claude-code-glm-4.7,47,18926,2069676,,False,,
domchk-671f228f,2026-09-07T00:51:35.136491897Z,0,success,446109,glm-5.3-flash,claude-code-glm-5.3-flash,37,21011,3747511,,False,,
domchk-6720f8bc,2026-09-01T22:29:05.645589813Z,0,success,287769,glm-4.7,claude-code-glm-4.7,0,0,490096,,False,,
domchk-6730aeec,2026-09-02T08:42:22.203629590Z,0,success,1409886,glm-4.7,claude-code-glm-4.7,10,3625,344033,,False,,
domchk-673b47e3,2026-09-02T20:04:50.402164293Z,0,success,1433124,glm-4.7,claude-code-glm-4.7,60,39089,6391060,,False,,
domchk-673bbad9,2026-09-02T19:04:27.769360085Z,0,success,539539,glm-4.7,claude-code-glm-4.7,51,30370,6060279,,False,,
domchk-675f18a7,2026-09-02T00:30:19.073269095Z,0,success,571522,glm-4.7,claude-code-glm-4.7,45,32929,2409126,,False,,
domchk-67b3bcd1,2026-09-02T05:34:06.401659616Z,0,success,815700,glm-4.7,claude-code-glm-4.7,70,22855,2835768,,False,,
domchk-684a434e,2026-09-02T06:41:34.080308904Z,0,success,705525,glm-4.7,claude-code-glm-4.7,46,32627,3408368,,False,,
domchk-68da90bf,2026-09-01T14:43:43.596068714Z,0,success,335800,glm-4.7,claude-code-glm-4.7,39,15258,2497678,,False,,
domchk-690f7a43,2026-09-01T16:32:03.183163653Z,0,success,273814,glm-4.7,claude-code-glm-4.7,12,5016,2661170,,False,,
domchk-6951ce55,2026-09-02T05:02:19.905724314Z,0,success,773144,glm-4.7,claude-code-glm-4.7,54,39953,2986613,,False,,
domchk-6951fe0c,2026-09-06T23:09:19.078645348Z,1,failure,1334508,glm-5.3-flash,claude-code-glm-5.3-flash,57,27623,7486614,,False,,
domchk-6972981e,2026-09-02T10:14:41.959829073Z,0,success,222204,glm-4.7,claude-code-glm-4.7,44,21439,1810127,,False,,
domchk-6993de8e,2026-09-02T07:55:42.167811493Z,0,success,59859,glm-4.7,claude-code-glm-4.7,14,7133,733645,,False,,
domchk-69b5e14e,2026-09-01T21:40:00.828897472Z,1,failure,417422,glm-4.7,claude-code-glm-4.7,28,23389,1936195,,False,,
domchk-6a5f4207,2026-09-07T14:11:05.788101868Z,0,success,1658542,glm-5.3-flash,claude-code-glm-5.3-flash,171,167581,12689187,,False,,
domchk-6a66c602,2026-09-02T20:48:33.497621477Z,1,failure,178201,glm-4.7,claude-code-glm-4.7,2,418,9329,,False,,
domchk-6ab1de30,2026-09-02T10:27:45.223220978Z,0,success,666556,glm-4.7,claude-code-glm-4.7,46,46134,3363368,,False,,
domchk-6abaa850,2026-09-07T11:33:42.076758374Z,1,failure,1890508,glm-5.3-flash,claude-code-glm-5.3-flash,76,40530,5975109,,False,,
domchk-6b613372,2026-09-06T16:21:51.034942989Z,124,timeout,3600012,glm-5.3-flash,claude-code-glm-5.3-flash,75,29533,4435999,{'hard': {'timeout_secs': 3600}},False,,
domchk-6bae220a,2026-09-01T23:14:47.936928081Z,1,failure,441595,glm-4.7,claude-code-glm-4.7,23,9986,775918,,False,,
domchk-6bdfe4dc,2026-09-07T13:50:02.245512350Z,0,success,849447,glm-5.3-flash,claude-code-glm-5.3-flash,64,36607,6318960,,False,,
domchk-6be24808,2026-09-07T03:40:25.400903649Z,0,success,1905019,glm-5.3-flash,claude-code-glm-5.3-flash,77,42414,6064351,,False,,
domchk-6be9e8c8,2026-09-02T10:13:24.573550282Z,0,success,214440,glm-4.7,claude-code-glm-4.7,35,20539,1861087,,False,,
domchk-6c363433,2026-09-02T14:21:15.649670151Z,0,success,433492,glm-4.7,claude-code-glm-4.7,26,13994,2299890,,False,,
domchk-6c6a5d54,2026-09-02T06:46:02.333305150Z,0,success,631317,glm-4.7,claude-code-glm-4.7,47,32180,2452791,,False,,
domchk-6c7b4114,2026-09-01T14:38:21.216342192Z,0,success,288109,glm-4.7,claude-code-glm-4.7,54,35127,2934099,,False,,
domchk-6ca1b4ae,2026-09-01T21:58:33.744756269Z,0,success,350587,glm-4.7,claude-code-glm-4.7,57,24312,1924662,,False,,
domchk-6cc6164a,2026-09-01T16:05:12.733562497Z,0,success,203943,glm-4.7,claude-code-glm-4.7,37,14640,1730495,,False,,
domchk-6ce337d0,2026-09-01T16:28:30.809395169Z,0,success,195576,glm-4.7,claude-code-glm-4.7,30,10494,921962,,False,,
domchk-6ce3b703,2026-09-06T21:53:30.596348156Z,0,success,694824,glm-5.3-flash,claude-code-glm-5.3-flash,48,27217,4926170,,False,,
domchk-6ce8a337,2026-09-02T04:20:39.075247185Z,0,success,394527,glm-4.7,claude-code-glm-4.7,30,17936,1547247,,False,,
domchk-6d01a65e,2026-09-02T12:45:17.909496334Z,0,success,181258,glm-4.7,claude-code-glm-4.7,13,5302,785354,,False,,
domchk-6d52e9f1,2026-09-01T19:19:40.369095251Z,1,failure,839359,glm-4.7,claude-code-glm-4.7,50,33832,2828116,,False,,
domchk-6d70d232,2026-09-02T03:51:42.359672156Z,0,success,251315,glm-4.7,claude-code-glm-4.7,44,24036,1989381,,False,,
domchk-6d80d170,2026-09-02T06:52:18.974678091Z,0,success,159373,glm-4.7,claude-code-glm-4.7,22,17571,1325309,,False,,
domchk-6d8acd21,2026-09-07T09:38:53.188826961Z,0,success,781468,glm-5.3-flash,claude-code-glm-5.3-flash,60,34092,5871600,,False,,
domchk-6db6e421,2026-09-02T07:09:34.683427907Z,0,success,410508,glm-4.7,claude-code-glm-4.7,28,13127,1906417,,False,,
domchk-6dcfc824,2026-09-06T14:33:08.072540674Z,0,success,606531,glm-5.3-flash,claude-code-glm-5.3-flash,31,15552,2663160,,False,,
domchk-6e352dfe,2026-09-02T06:29:57.259520755Z,0,success,281910,glm-4.7,claude-code-glm-4.7,28,14842,1446996,,False,,
domchk-6e655dd4,2026-09-02T07:33:18.464644267Z,0,success,161901,glm-4.7,claude-code-glm-4.7,34,15150,1170226,,False,,
domchk-6ef67c26,2026-09-01T23:55:44.279138423Z,1,failure,1663788,glm-4.7,claude-code-glm-4.7,2,308,8960,,False,,
domchk-6f016b82,2026-09-06T22:03:45.272851347Z,0,success,590717,glm-5.3-flash,claude-code-glm-5.3-flash,22,11644,1784409,,False,,
domchk-6f3e2601,2026-09-06T08:24:37.435293720Z,0,success,1038665,glm-5.3-flash,claude-code-glm-5.3-flash,44,19356,3596468,,False,,
domchk-6f50845a,2026-09-02T05:40:44.481296393Z,0,success,180045,glm-4.7,claude-code-glm-4.7,35,15046,1366307,,False,,
domchk-6f51fcf5,2026-09-02T20:22:18.064938667Z,0,success,1033458,glm-4.7,claude-code-glm-4.7,80,41200,6809368,,False,,
domchk-6f587ca6,2026-09-07T01:32:57.124326649Z,0,success,1796542,glm-5.3-flash,claude-code-glm-5.3-flash,81,38551,7939919,,False,,
domchk-6f6d5b23,2026-09-02T09:09:44.010090312Z,1,failure,558075,glm-4.7,claude-code-glm-4.7,17,7532,773494,,False,,
domchk-6fa86cd6,2026-09-01T18:38:15.673134392Z,0,success,633132,glm-4.7,claude-code-glm-4.7,43,68671,4957843,,False,,
domchk-6fadf55d,2026-09-02T07:25:21.348869600Z,0,success,182962,glm-4.7,claude-code-glm-4.7,54,19614,1734153,,False,,
domchk-70277719,2026-09-01T15:27:21.442761193Z,0,success,658742,glm-4.7,claude-code-glm-4.7,50,18676,1572374,,False,,
domchk-707e2c84,2026-09-02T03:40:23.569388306Z,0,success,449023,glm-4.7,claude-code-glm-4.7,82,31003,2240720,,False,,
domchk-7080cea2,2026-09-01T16:45:26.857661823Z,0,success,547758,glm-4.7,claude-code-glm-4.7,38,26358,3252532,,False,,
domchk-70be9256,2026-09-02T09:22:37.615340794Z,0,success,391905,glm-4.7,claude-code-glm-4.7,62,24941,1865679,,False,,
domchk-7115b679,2026-09-02T06:34:09.133811057Z,0,success,246664,glm-4.7,claude-code-glm-4.7,32,17161,1528108,,False,,
domchk-714e9e63,2026-09-02T02:08:48.280030283Z,0,success,282642,glm-4.7,claude-code-glm-4.7,25,29609,2346293,,False,,
domchk-714fa8cc,2026-09-02T01:22:30.066899055Z,1,failure,941721,glm-4.7,claude-code-glm-4.7,64,60273,4190076,,False,,
domchk-716a282b,2026-09-01T15:58:58.652642728Z,0,success,490954,glm-4.7,claude-code-glm-4.7,33,17417,2066230,,False,,
domchk-71e698fe,2026-09-01T15:56:39.099727028Z,0,success,549497,glm-4.7,claude-code-glm-4.7,36,15906,2455713,,False,,
domchk-72ad9ac8,2026-09-01T14:58:20.494040866Z,0,success,162013,glm-4.7,claude-code-glm-4.7,33,9641,696356,,False,,
domchk-72ff1365,2026-09-06T06:37:38.513938636Z,0,success,2940067,glm-5.3-flash,claude-code-glm-5.3-flash,79,42123,5356562,,False,,
domchk-73259ff2,2026-08-26T05:21:34.445833087Z,0,success,77718,glm-4.7,claude-code-glm-4.7,23,7073,752579,,False,,
domchk-733218e1,2026-09-02T07:56:06.943788032Z,0,success,316633,glm-4.7,claude-code-glm-4.7,42,24546,2291032,,False,,
domchk-733abd6b,2026-09-02T01:13:49.745606458Z,0,success,727926,glm-4.7,claude-code-glm-4.7,101,37542,1995507,,False,,
domchk-73818ea5,2026-09-02T02:04:39.275382096Z,0,success,305484,glm-4.7,claude-code-glm-4.7,0,0,1129429,,False,,
domchk-747a5424,2026-09-02T04:14:44.713829580Z,0,success,180282,glm-4.7,claude-code-glm-4.7,23,11476,1015067,,False,,
domchk-74c4da4c,2026-09-02T06:15:38.507135301Z,1,failure,519523,glm-4.7,claude-code-glm-4.7,2,308,8990,,False,,
domchk-74d6942b,2026-09-01T19:44:16.310275698Z,0,success,243500,glm-4.7,claude-code-glm-4.7,53,35701,3006606,,False,,
domchk-7591ee97,2026-09-06T22:03:57.406491303Z,0,success,1175729,glm-5.3-flash,claude-code-glm-5.3-flash,46,30305,5086125,,False,,
domchk-75e39078,2026-09-02T03:56:48.348764362Z,0,success,377060,glm-4.7,claude-code-glm-4.7,30,12272,1631023,,False,,
domchk-760530a8,2026-09-02T19:19:46.341666460Z,0,success,1643499,glm-4.7,claude-code-glm-4.7,103,47874,6978612,,False,,
domchk-76094508,2026-09-02T04:10:01.218294530Z,0,success,181184,glm-4.7,claude-code-glm-4.7,20,8508,1217082,,False,,
domchk-76252aef,2026-09-01T20:53:37.921367463Z,0,success,134857,glm-4.7,claude-code-glm-4.7,20,29286,2318859,,False,,
domchk-7625a5cc,2026-09-06T14:17:02.293659614Z,0,success,1358840,glm-5.3-flash,claude-code-glm-5.3-flash,86,42230,4493437,,False,,
domchk-762caf4b,2026-09-07T10:45:15.965020701Z,0,success,1418859,glm-5.3-flash,claude-code-glm-5.3-flash,67,44097,12612392,,False,,
domchk-76369691,2026-09-02T07:40:45.766048751Z,0,success,92429,glm-4.7,claude-code-glm-4.7,17,11152,1257616,,False,,
domchk-766a920f,,,NO_METADATA,,,,0,0,0,,,,
domchk-768e35b0,2026-09-02T07:33:18.810335656Z,0,success,400772,glm-4.7,claude-code-glm-4.7,39,23496,2629931,,False,,
domchk-76c0f51c,2026-09-01T14:54:29.719395700Z,0,success,234475,glm-4.7,claude-code-glm-4.7,44,14686,1320732,,False,,
domchk-7716e32d,2026-09-01T16:10:47.976997598Z,0,success,326361,glm-4.7,claude-code-glm-4.7,55,26819,2500584,,False,,
domchk-77315d89,2026-09-02T01:17:08.112232587Z,0,success,608994,glm-4.7,claude-code-glm-4.7,33,36655,3005290,,False,,
domchk-779dfdf3,2026-09-07T00:43:11.125538073Z,0,success,1455552,glm-5.3-flash,claude-code-glm-5.3-flash,97,64490,9018482,,False,,
domchk-786e838f,2026-09-06T14:53:36.551914858Z,0,success,1545164,glm-5.3-flash,claude-code-glm-5.3-flash,81,49646,7712043,,False,,
domchk-7880ada7,2026-09-06T10:40:05.627117972Z,0,success,597479,glm-5.3-flash,claude-code-glm-5.3-flash,48,25866,3216914,,False,,
domchk-78a75fb2,2026-09-02T12:00:00.960127939Z,0,success,669107,glm-4.7,claude-code-glm-4.7,37,16519,1796429,,False,,
domchk-78ae607b,2026-09-02T21:28:20.709009644Z,1,failure,178158,glm-4.7,claude-code-glm-4.7,2,418,9329,,False,,
domchk-78edcd02,2026-09-02T00:57:39.861567963Z,0,success,185086,glm-4.7,claude-code-glm-4.7,31,14213,998820,,False,,
domchk-7907f510,2026-09-02T06:06:43.034492305Z,1,failure,734407,glm-4.7,claude-code-glm-4.7,40,28208,2370419,,False,,
domchk-795befb0,2026-08-25T16:07:52.503484570Z,0,success,78977,glm-4.7,claude-code-glm-4.7,38,13990,1049243,,False,,
